Generated by http://statistics.gov.scot,2020-09-15T08:56:14+00:00
http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries,Population Estimates (Current Geographic Boundaries)
Reference Period,2018
Age,All
Sex,All
Measure (cell values): ,Count(People)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S13003122,Lomond,11213
http://statistics.gov.scot/id/statistical-geography/S13002524,Lomond North,9587
http://statistics.gov.scot/id/statistical-geography/S13002943,Lower Braes,15571
http://statistics.gov.scot/id/statistical-geography/S13002843,Lower Deeside,16120
http://statistics.gov.scot/id/statistical-geography/S13002549,Maryfield,18578
http://statistics.gov.scot/id/statistical-geography/S13002981,Maryhill,22423
http://statistics.gov.scot/id/statistical-geography/S13003093,"Maybole, North Carrick and Coylton",12105
http://statistics.gov.scot/id/statistical-geography/S13002866,Mearns,14935
http://statistics.gov.scot/id/statistical-geography/S13002518,Mid Argyll,7522
http://statistics.gov.scot/id/statistical-geography/S13002766,Mid Berwickshire,10466
http://statistics.gov.scot/id/statistical-geography/S13002855,Mid Formartine,16170
http://statistics.gov.scot/id/statistical-geography/S13002881,Mid Galloway and Wigtown West,13404
http://statistics.gov.scot/id/statistical-geography/S13002886,Mid and Upper Nithsdale,10448
http://statistics.gov.scot/id/statistical-geography/S13003022,Midlothian East,16419
http://statistics.gov.scot/id/statistical-geography/S13003023,Midlothian South,13889
http://statistics.gov.scot/id/statistical-geography/S13003021,Midlothian West,15421
http://statistics.gov.scot/id/statistical-geography/S13002841,Midstocket/Rosemount,14594
http://statistics.gov.scot/id/statistical-geography/S13002901,Milngavie,13537
http://statistics.gov.scot/id/statistical-geography/S13002870,Monifieth and Sidlaw,16112
http://statistics.gov.scot/id/statistical-geography/S13002874,Montrose and District,15937
http://statistics.gov.scot/id/statistical-geography/S13002928,Morningside,32727
http://statistics.gov.scot/id/statistical-geography/S13003057,Mossend and Holytown,13558
http://statistics.gov.scot/id/statistical-geography/S13003059,Motherwell North,18026
http://statistics.gov.scot/id/statistical-geography/S13003060,Motherwell South East and Ravenscraig,18545
http://statistics.gov.scot/id/statistical-geography/S13003058,Motherwell West,14117
http://statistics.gov.scot/id/statistical-geography/S13003061,Murdostoun,20267
http://statistics.gov.scot/id/statistical-geography/S13002908,Musselburgh,19410
http://statistics.gov.scot/id/statistical-geography/S13002602,Na Hearadh agus Ceann a Deas nan Loch,2728
http://statistics.gov.scot/id/statistical-geography/S13003007,Nairn and Cawdor,13372
http://statistics.gov.scot/id/statistical-geography/S13002968,Newlands/Auldburn,23367
http://statistics.gov.scot/id/statistical-geography/S13002915,Newton Mearns North and Neilston,16645
http://statistics.gov.scot/id/statistical-geography/S13002918,Newton Mearns South and Eaglesham,22152
http://statistics.gov.scot/id/statistical-geography/S13002888,Nith,13356
http://statistics.gov.scot/id/statistical-geography/S13002911,North Berwick Coastal,13446
http://statistics.gov.scot/id/statistical-geography/S13003039,North Coast and Cumbraes,16004
http://statistics.gov.scot/id/statistical-geography/S13002830,North East,16047
http://statistics.gov.scot/id/statistical-geography/S13003133,North East,20846
http://statistics.gov.scot/id/statistical-geography/S13002737,North Isles,2224
http://statistics.gov.scot/id/statistical-geography/S13002772,North Isles,2715
http://statistics.gov.scot/id/statistical-geography/S13002864,North Kincardine,15915
http://statistics.gov.scot/id/statistical-geography/S13002885,North West Dumfries,14933
http://statistics.gov.scot/id/statistical-geography/S13002990,"North, West and Central Sutherland",5597
http://statistics.gov.scot/id/statistical-geography/S13002838,Northfield/Mastrick North,16663
http://statistics.gov.scot/id/statistical-geography/S13002520,Oban North and Lorn,9581
http://statistics.gov.scot/id/statistical-geography/S13002519,Oban South and the Isles,10424
http://statistics.gov.scot/id/statistical-geography/S13003079,Paisley East and Central,12096
http://statistics.gov.scot/id/statistical-geography/S13003077,Paisley Northeast and Ralston,12890
http://statistics.gov.scot/id/statistical-geography/S13003078,Paisley Northwest,16726
http://statistics.gov.scot/id/statistical-geography/S13003080,Paisley Southeast,13019
http://statistics.gov.scot/id/statistical-geography/S13003081,Paisley Southwest,16767
http://statistics.gov.scot/id/statistical-geography/S13002989,Partick East/Kelvindale,30705
http://statistics.gov.scot/id/statistical-geography/S13003018,Penicuik,13825
http://statistics.gov.scot/id/statistical-geography/S13002920,Pentland Hills,32231
http://statistics.gov.scot/id/statistical-geography/S13003074,Perth City Centre,18126
http://statistics.gov.scot/id/statistical-geography/S13003073,Perth City North,12411
http://statistics.gov.scot/id/statistical-geography/S13003072,Perth City South,16106
http://statistics.gov.scot/id/statistical-geography/S13002852,Peterhead North and Rattray,14625
http://statistics.gov.scot/id/statistical-geography/S13002853,Peterhead South and Cruden,12998
http://statistics.gov.scot/id/statistical-geography/S13002972,Pollokshields,27921
http://statistics.gov.scot/id/statistical-geography/S13002935,Portobello/Craigmillar,31028
http://statistics.gov.scot/id/statistical-geography/S13002909,"Preston, Seton and Gosford",17988
http://statistics.gov.scot/id/statistical-geography/S13003088,Prestwick,14474
http://statistics.gov.scot/id/statistical-geography/S13003075,Renfrew North and Braehead,17088
http://statistics.gov.scot/id/statistical-geography/S13003076,Renfrew South and Gallowhill,12279
http://statistics.gov.scot/id/statistical-geography/S13002949,Rosyth,15872
http://statistics.gov.scot/id/statistical-geography/S13003106,Rutherglen Central and North,14489
http://statistics.gov.scot/id/statistical-geography/S13003105,Rutherglen South,15340
http://statistics.gov.scot/id/statistical-geography/S13003040,Saltcoats,12884
http://statistics.gov.scot/id/statistical-geography/S13002764,Selkirkshire,9692
http://statistics.gov.scot/id/statistical-geography/S13002603,Sgir'Uige agus Ceann a Tuath nan Loch,2689
http://statistics.gov.scot/id/statistical-geography/S13002604,Sgire an Rubha,2183
http://statistics.gov.scot/id/statistical-geography/S13002775,Shetland Central,2653
http://statistics.gov.scot/id/statistical-geography/S13002773,Shetland North,3240
http://statistics.gov.scot/id/statistical-geography/S13002776,Shetland South,3370
http://statistics.gov.scot/id/statistical-geography/S13002774,Shetland West,3011
http://statistics.gov.scot/id/statistical-geography/S13002985,Shettleston,26364
http://statistics.gov.scot/id/statistical-geography/S13002925,Sighthill/Gorgie,33512
http://statistics.gov.scot/id/statistical-geography/S13002516,South Kintyre,6081
http://statistics.gov.scot/id/statistical-geography/S13002974,Southside Central,26818
http://statistics.gov.scot/id/statistical-geography/S13002933,Southside/Newington,37075
http://statistics.gov.scot/id/statistical-geography/S13003024,Speyside Glenlivet,9220
http://statistics.gov.scot/id/statistical-geography/S13002983,Springburn/Robroyston,28043
http://statistics.gov.scot/id/statistical-geography/S13002962,St Andrews,19389
http://statistics.gov.scot/id/statistical-geography/S13003134,"Stepps, Chryston and Muirhead",11916
http://statistics.gov.scot/id/statistical-geography/S13003035,Stevenston,12783
http://statistics.gov.scot/id/statistical-geography/S13002605,Steòrnabhagh a Deas,4030
http://statistics.gov.scot/id/statistical-geography/S13002606,Steòrnabhagh a Tuath,3873
http://statistics.gov.scot/id/statistical-geography/S13003120,Stirling East,11287
http://statistics.gov.scot/id/statistical-geography/S13003118,Stirling North,16483
http://statistics.gov.scot/id/statistical-geography/S13003119,Stirling West,12645
http://statistics.gov.scot/id/statistical-geography/S13002865,Stonehaven and Lower Deeside,14418
http://statistics.gov.scot/id/statistical-geography/S13002880,Stranraer and the Rhins,14888
http://statistics.gov.scot/id/statistical-geography/S13003069,Strathallan,11671
http://statistics.gov.scot/id/statistical-geography/S13003068,Strathearn,11053
http://statistics.gov.scot/id/statistical-geography/S13002545,Strathmartine,19714
http://statistics.gov.scot/id/statistical-geography/S13003064,Strathmore,15518
http://statistics.gov.scot/id/statistical-geography/S13003067,Strathtay,12583
http://statistics.gov.scot/id/statistical-geography/S13002734,Stromness and South Isles,2642
http://statistics.gov.scot/id/statistical-geography/S13002996,Tain and Easter Ross,9130
http://statistics.gov.scot/id/statistical-geography/S13002961,Tay Bridgehead,15776
http://statistics.gov.scot/id/statistical-geography/S13002552,The Ferry,20196
http://statistics.gov.scot/id/statistical-geography/S13003055,Thorniewood,13827
http://statistics.gov.scot/id/statistical-geography/S13002991,Thurso and Northwest Caithness,12185
http://statistics.gov.scot/id/statistical-geography/S13002840,Tillydrone/Seaton/Old Aberdeen,15066
http://statistics.gov.scot/id/statistical-geography/S13002846,Torry/Ferryhill,21804
http://statistics.gov.scot/id/statistical-geography/S13002910,"Tranent, Wallyford and Macmerry",21917
http://statistics.gov.scot/id/statistical-geography/S13003087,Troon,14617
http://statistics.gov.scot/id/statistical-geography/S13003115,Trossachs and Teith,12051
http://statistics.gov.scot/id/statistical-geography/S13002849,Troup,8919
http://statistics.gov.scot/id/statistical-geography/S13002854,Turriff and District,13232
http://statistics.gov.scot/id/statistical-geography/S13002762,Tweeddale East,10939
http://statistics.gov.scot/id/statistical-geography/S13002761,Tweeddale West,10406
http://statistics.gov.scot/id/statistical-geography/S13002944,Upper Braes,16454
http://statistics.gov.scot/id/statistical-geography/S13002978,Victoria Park,21544
http://statistics.gov.scot/id/statistical-geography/S13002547,West End,20653
http://statistics.gov.scot/id/statistical-geography/S13003131,West Fife and Coastal Villages,15520
http://statistics.gov.scot/id/statistical-geography/S13002857,West Garioch,11132
http://statistics.gov.scot/id/statistical-geography/S13002735,West Mainland,4676
http://statistics.gov.scot/id/statistical-geography/S13002994,"Wester Ross, Strathpeffer and Lochalsh",11900
http://statistics.gov.scot/id/statistical-geography/S13002860,Westhill and District,16070
http://statistics.gov.scot/id/statistical-geography/S13002826,Whitburn and Blackburn,21541
http://statistics.gov.scot/id/statistical-geography/S13002992,Wick and East Caithness,13228
http://statistics.gov.scot/id/statistical-geography/S13003062,Wishaw,18191
http://statistics.gov.scot/id/statistical-geography/S02001624,Abbeyhill,2893
http://statistics.gov.scot/id/statistical-geography/S02001325,Aberchirder and Whitehills,3778
http://statistics.gov.scot/id/statistical-geography/S02001779,Aberdour and Auchtertool,3500
http://statistics.gov.scot/id/statistical-geography/S02002227,Aberuthven and Almondbank,4692
http://statistics.gov.scot/id/statistical-geography/S02001286,Aboyne and South Deeside,5301
http://statistics.gov.scot/id/statistical-geography/S02002205,Abronhill North,4170
http://statistics.gov.scot/id/statistical-geography/S02002204,Abronhill South,3772
http://statistics.gov.scot/id/statistical-geography/S02002188,Airdrie North,5233
http://statistics.gov.scot/id/statistical-geography/S02001928,Alexandra Parade,2610
http://statistics.gov.scot/id/statistical-geography/S02002146,Allanton - Newmains Rural,3853
http://statistics.gov.scot/id/statistical-geography/S02001403,Alloa North,5692
http://statistics.gov.scot/id/statistical-geography/S02001402,Alloa South and East,4539
http://statistics.gov.scot/id/statistical-geography/S02001404,Alloa West,3340
http://statistics.gov.scot/id/statistical-geography/S02002335,Alloway and Doonfoot,5936
http://statistics.gov.scot/id/statistical-geography/S02002020,Alness,5914
http://statistics.gov.scot/id/statistical-geography/S02001500,Altonhill North and Onthank,4558
http://statistics.gov.scot/id/statistical-geography/S02001501,"Altonhill South, Longpark and Hillhead",4726
http://statistics.gov.scot/id/statistical-geography/S02001396,Alva,4664
http://statistics.gov.scot/id/statistical-geography/S02002246,Alyth,3069
http://statistics.gov.scot/id/statistical-geography/S02001935,Anderston,5320
http://statistics.gov.scot/id/statistical-geography/S02001369,Angus Glens,3560
http://statistics.gov.scot/id/statistical-geography/S02001442,Annan East,5574
http://statistics.gov.scot/id/statistical-geography/S02001441,Annan West,3090
http://statistics.gov.scot/id/statistical-geography/S02001439,Annandale East,3940
http://statistics.gov.scot/id/statistical-geography/S02001440,Annandale West,2527
http://statistics.gov.scot/id/statistical-geography/S02002349,"Annbank, Mossblown and Tarbolton - the Coalfields",5882
http://statistics.gov.scot/id/statistical-geography/S02001970,Anniesland East,4207
http://statistics.gov.scot/id/statistical-geography/S02001971,Anniesland West,6543
http://statistics.gov.scot/id/statistical-geography/S02001832,Anstruther,4301
http://statistics.gov.scot/id/statistical-geography/S02001354,Arbroath Cliffburn,5040
http://statistics.gov.scot/id/statistical-geography/S02001353,Arbroath Harbour,4713
http://statistics.gov.scot/id/statistical-geography/S02001352,Arbroath Keptie,3621
http://statistics.gov.scot/id/statistical-geography/S02001351,Arbroath Kirkton,5493
http://statistics.gov.scot/id/statistical-geography/S02001350,Arbroath Landward,2891
http://statistics.gov.scot/id/statistical-geography/S02001355,Arbroath Warddykes,4605
http://statistics.gov.scot/id/statistical-geography/S02001474,Ardler and St Marys,6104
http://statistics.gov.scot/id/statistical-geography/S02002112,Ardrossan Central,3143
http://statistics.gov.scot/id/statistical-geography/S02002114,Ardrossan North East,4304
http://statistics.gov.scot/id/statistical-geography/S02002113,Ardrossan North West,3107
http://statistics.gov.scot/id/statistical-geography/S02002500,Armadale,5618
http://statistics.gov.scot/id/statistical-geography/S02002501,Armadale South,6390
http://statistics.gov.scot/id/statistical-geography/S02002097,Arran,4576
http://statistics.gov.scot/id/statistical-geography/S02001559,Arthurlie and Gateside,3959
http://statistics.gov.scot/id/statistical-geography/S02002371,Ashgill and Netherburn,2907
